id_item,id_pedido,id_produto,quantidade,preco_venda,desconto
453,249,36,1,139.39,12.32
454,249,57,1,91.76,0
455,250,63,3,646.63,61.43
456,251,8,2,1210.76,56.38
457,252,37,1,270.57,40.0
458,253,76,1,980.13,0
459,253,59,1,266.86,0
460,254,21,1,120.53,17.74
461,255,50,4,157.03,0
462,255,29,1,212.11,0
463,256,13,1,368.13,0
464,257,3,1,529.57,38.35
465,257,9,2,81.61,0
466,258,79,2,261.48,27.34
467,258,74,1,372.81,54.16
468,259,54,1,2918.96,221.7
469,259,73,2,343.83,0
470,259,44,1,294.0,0
471,260,73,1,341.33,12.59
472,260,46,1,445.94,35.68
473,260,13,1,381.95,15.83
474,260,49,1,152.17,0
475,261,60,1,853.59,112.8
476,262,57,1,87.05,0
477,262,18,1,415.16,0
478,262,29,2,229.62,38.7
479,262,28,1,131.45,15.74
480,262,48,2,3457.59,350.61
481,263,22,1,389.3,60.85
482,264,28,1,138.74,16.14
483,264,53,1,232.33,0
484,264,43,2,643.6,90.64
485,265,74,2,377.07,21.46
486,265,3,2,485.15,0
487,265,36,1,132.42,0
488,265,25,1,785.27,0
489,265,23,1,423.23,0
490,266,56,2,336.33,0
491,266,20,1,173.51,27.14
492,266,9,1,74.8,3.07
493,267,56,1,365.77,39.52
494,268,68,2,122.64,0
495,268,76,2,920.12,0
496,269,73,3,351.73,0
497,269,28,2,134.75,8.37
498,270,3,1,496.65,0
499,270,26,3,868.38,116.52
500,271,30,1,2631.89,0
501,271,69,2,165.47,0
502,271,15,1,102.91,17.1
503,271,72,1,413.0,0
504,272,71,1,2711.9,187.58
505,273,23,1,428.15,64.41
506,273,6,1,430.51,0
507,274,10,2,358.04,0
508,274,55,1,967.47,151.97
509,275,2,2,611.51,0
510,276,4,1,3653.03,0
511,276,11,1,67.37,0
512,276,42,2,287.9,0
513,277,8,1,1152.87,0
514,277,78,1,388.06,0
515,278,38,1,690.15,89.87
516,278,34,1,769.66,0
517,279,20,1,191.31,0
518,279,23,1,410.14,0
519,279,37,1,257.37,0
520,280,49,1,164.16,8.62
521,280,45,1,323.81,0
522,280,44,2,289.66,0
523,281,7,1,432.07,0
524,282,6,1,398.16,0
525,283,31,1,511.56,0
526,284,3,2,533.99,0
527,284,80,1,802.68,120.64
528,285,51,2,131.46,0
529,285,33,1,594.68,0
530,285,68,1,117.13,0
531,285,16,2,322.68,44.44
532,286,9,1,76.39,0
533,287,52,1,2623.46,303.57
534,288,40,1,329.59,0
535,288,53,2,215.9,0
536,289,56,1,364.22,58.65
537,289,28,2,134.97,0
538,289,14,1,447.26,0
539,290,6,2,435.11,0
540,290,24,1,666.93,106.59
541,290,52,2,2752.34,0
542,291,36,2,133.5,0
543,292,3,2,496.19,0
544,292,29,1,209.61,0
545,293,18,1,407.18,54.25
546,294,8,4,1174.76,73.33
547,295,46,1,469.57,65.4
548,295,25,2,793.11,108.41
549,295,68,1,115.92,0
550,295,33,1,544.02,0
551,296,12,1,154.59,14.03
552,297,29,1,216.0,8.97
553,298,79,2,260.37,0
554,299,13,2,361.94,60.35
555,299,60,1,753.94,0
556,299,65,1,839.87,0
557,299,53,1,236.43,0
558,299,71,1,2768.45,0
559,300,64,2,768.06,0
560,300,34,3,832.56,0
561,301,28,1,135.93,0
562,301,51,1,126.48,0
563,301,48,2,3332.23,0
564,302,38,1,677.08,0
565,303,76,1,1001.17,62.41
566,303,18,1,372.97,26.58
567,303,53,1,214.34,7.6
568,304,38,1,677.98,0
569,304,17,2,231.93,0
570,305,64,3,730.8,0
571,306,67,1,1317.05,0
572,306,13,1,339.65,60.64
573,307,27,1,276.71,44.46
574,307,47,1,430.46,0
575,308,28,1,132.91,21.88
576,309,56,1,337.43,0
577,310,63,2,663.89,40.91
578,310,55,1,980.31,0
579,311,31,1,492.67,0
580,312,25,2,803.54,0
581,312,44,1,285.8,36.23
582,312,39,1,66.77,5.71
583,312,31,1,459.05,0
584,312,62,1,619.71,0
585,313,38,1,658.16,118.01
586,314,75,1,391.8,0
587,314,22,1,373.73,0
588,314,52,1,2712.33,0
589,314,77,1,133.84,0
590,314,74,4,388.17,0
591,315,69,2,175.34,0
592,316,19,1,2283.05,0
593,316,43,2,644.68,0
594,317,23,1,424.48,0
595,317,25,1,728.14,0
596,317,14,1,459.24,0
597,318,3,4,502.95,0
598,319,54,3,2855.57,0
599,320,40,3,361.24,0
600,320,72,1,416.3,0
601,321,32,2,93.37,0
602,322,3,2,530.38,0
603,322,37,2,259.79,34.88
604,323,44,1,302.15,35.83
605,323,4,1,3623.24,0
606,324,71,1,2661.08,0
607,325,28,1,138.35,0
608,326,19,2,2288.84,0
609,326,25,3,726.07,0
610,327,52,1,2796.38,0
611,327,70,1,647.0,22.27
612,327,20,3,183.99,5.7
613,328,56,3,346.7,0
614,328,77,1,138.0,0
615,328,51,1,118.13,14.39
616,329,4,1,3341.63,0
617,329,7,1,421.88,59.34
618,329,9,1,78.06,9.71
619,330,75,3,392.59,0
620,331,48,1,3181.49,331.8
621,332,37,1,257.7,0
622,333,52,1,2640.51,0
623,333,53,1,237.44,0
624,333,17,2,240.48,0
625,334,73,1,356.24,0
626,334,78,1,392.25,25.42
627,334,9,3,83.59,0
628,334,34,2,757.91,0
629,334,3,3,479.41,0
630,335,2,1,628.21,0
631,336,11,1,64.77,6.04
632,336,78,2,433.25,0
633,337,70,3,626.61,60.86
634,337,74,2,392.62,0
635,338,22,1,362.3,0
636,338,75,1,408.94,29.16
637,339,31,1,491.39,0
638,339,58,3,1169.57,0
639,339,27,1,277.74,43.08
640,339,33,1,605.39,0
641,339,14,1,474.85,28.02
642,340,54,1,2976.05,0
643,340,22,2,388.86,0
644,341,30,2,2612.26,345.42
645,341,70,1,598.32,85.28
646,341,32,3,87.44,0
647,342,55,1,1074.91,0
648,342,52,2,2660.56,0
649,343,52,1,2800.29,0
650,344,1,1,178.76,0
651,345,29,1,213.79,38.23
652,346,47,2,452.67,0
653,346,2,1,572.89,0
654,347,67,1,1395.3,0
655,347,23,1,407.49,0
656,348,76,1,984.77,121.63
657,349,70,3,606.29,0
658,349,3,2,523.99,0
659,350,30,1,2570.98,0
660,350,70,1,674.97,0
661,351,78,1,420.49,0
662,352,11,1,66.84,0
663,352,37,3,281.94,36.15
664,353,23,1,412.07,0
665,354,70,1,646.15,95.01
666,354,24,3,655.94,0
667,355,64,1,749.22,0
668,355,79,1,267.77,41.53
669,355,69,1,175.28,0
670,355,50,2,161.8,0
671,355,70,1,596.0,0
672,356,31,1,474.8,77.97
673,356,48,1,3481.16,0
674,357,59,1,280.85,46.33
675,357,73,1,366.36,0
676,358,24,3,685.28,0
677,359,46,2,453.97,30.41
678,360,69,2,167.4,0
679,360,74,1,410.43,0
680,360,35,1,315.25,41.82
681,360,51,3,119.81,0
682,361,62,3,571.2,66.44
683,361,23,1,414.44,0
684,362,68,1,119.2,18.96
685,363,14,1,482.11,0
686,363,72,1,401.49,0
687,363,51,1,126.58,0
688,363,48,2,3184.64,99.17
689,364,80,1,862.03,0
690,365,15,1,102.0,15.81
691,365,62,1,563.19,0
692,366,47,1,439.32,0
693,367,42,1,298.68,0
694,367,26,2,862.32,0
695,368,68,2,115.64,0
696,368,13,1,366.39,0
697,368,31,1,512.08,0
698,369,12,1,157.8,0
699,370,16,1,336.02,0
700,370,76,2,994.12,83.65
701,371,66,1,124.72,0
702,372,18,3,393.45,0
703,373,54,2,3070.78,0
704,373,8,2,1213.02,193.34
705,373,42,1,297.83,0
706,374,36,3,138.34,0
707,374,70,2,645.99,31.87
708,374,44,3,304.43,0
709,374,76,2,953.49,0
710,374,55,1,1056.34,0
711,375,40,1,338.99,0
712,376,31,1,512.9,0
713,377,42,1,283.63,0
714,377,41,1,3176.38,0
715,377,9,2,80.84,0
716,378,67,1,1362.09,0
717,379,63,1,663.32,0
718,379,19,3,2387.78,73.91
719,379,64,1,738.99,0
720,379,29,1,214.94,37.36
721,379,55,1,1050.43,117.13
722,380,18,1,395.91,0
723,380,25,1,775.6,0
724,380,9,1,81.41,0
725,381,54,1,2923.06,0
726,381,34,1,794.52,0
727,382,12,1,154.15,12.72
728,383,34,1,767.47,40.84
729,383,47,1,423.46,18.44
730,384,59,1,260.76,41.81
731,384,49,2,169.0,0
732,384,71,1,2688.39,259.25
733,385,28,1,146.96,0
734,385,73,3,347.23,40.45
735,386,79,2,273.21,0
736,386,28,2,143.99,0
737,387,39,1,66.95,0
738,387,31,1,480.71,0
739,388,70,1,621.07,0
740,388,27,1,268.6,0
741,388,41,2,3010.56,0
742,389,3,1,489.25,74.18
743,390,79,2,263.94,0
744,390,15,1,99.79,0
745,390,24,1,664.72,0
746,391,77,2,136.85,0
747,391,60,1,823.98,0
748,392,72,3,408.41,13.97
749,393,13,2,356.06,0
750,393,18,2,392.98,63.86
751,394,71,1,2810.84,0
752,395,65,1,878.23,0
753,395,73,2,372.37,0
754,396,31,1,482.63,75.13
755,397,6,1,412.4,0
756,397,26,1,862.01,0
757,397,3,1,479.45,74.45
758,398,27,2,266.1,0
759,399,20,1,176.64,0
760,400,45,1,330.53,0
761,400,4,1,3341.95,0
762,400,12,3,162.38,0
763,400,39,1,71.82,0
764,401,15,1,108.39,0
765,401,19,1,2241.9,0
766,402,59,1,278.49,0
767,402,53,1,215.39,0
768,402,60,1,769.79,106.42
769,402,18,1,401.74,0
770,403,57,2,86.56,0
771,403,32,1,91.7,2.94
772,403,26,1,844.6,0
773,403,80,1,845.36,124.9
774,404,12,1,166.78,0
775,405,18,2,394.41,0
776,405,44,1,292.79,0
777,406,76,1,1005.11,0
778,407,49,2,150.72,0
779,408,28,1,132.07,0
780,408,73,1,333.18,58.42
781,409,36,1,140.71,0
782,410,50,2,148.61,0
783,410,40,1,332.03,0
784,411,19,4,2473.98,0
785,412,21,1,122.39,6.73
786,413,57,1,94.01,6.04
787,413,11,1,63.94,0
788,414,44,2,296.06,0
789,414,41,1,3207.14,0
790,414,34,1,753.19,0
791,414,21,3,120.03,0
792,415,58,1,1115.8,0
793,415,48,2,3210.1,0
794,415,55,2,1068.6,166.95
795,415,40,1,365.1,0
796,416,6,1,437.71,0
797,417,5,1,454.62,0
798,417,27,1,250.22,0
799,418,12,1,151.39,6.75
800,418,63,2,640.69,76.19
801,418,21,2,115.4,0
802,419,11,1,61.93,0
803,420,60,2,785.36,0
804,421,37,3,272.88,24.58
805,421,47,1,432.91,41.24
806,421,68,1,121.78,0
807,422,55,1,1010.39,115.38
808,423,26,1,792.17,0
809,424,33,1,583.72,0
810,424,56,2,360.67,0
811,424,51,1,132.5,0
812,424,20,1,180.02,0
813,425,9,1,79.89,0
814,425,15,1,103.19,13.24
815,426,70,1,654.25,0
816,426,71,2,2748.6,83.71
817,427,9,1,75.68,9.18
818,428,76,1,1003.04,0
819,429,51,1,127.19,15.08
820,429,78,1,424.58,0
821,429,68,1,113.33,0
822,429,64,1,699.71,51.08
823,430,62,1,564.1,0
824,431,56,2,372.72,0
825,431,24,1,702.16,0
826,431,27,4,261.9,35.81
827,432,22,1,357.93,0
828,432,56,3,367.19,33.64
829,432,18,2,398.62,0
830,432,4,1,3615.93,569.3
831,433,70,1,657.18,0
832,433,11,1,69.03,0
833,433,31,1,467.11,82.4
834,433,48,3,3370.66,0
835,434,38,1,714.28,79.99
836,434,66,1,115.61,0
837,435,16,1,349.63,0
838,436,30,4,2652.12,0
839,436,74,3,392.31,13.28
840,437,54,1,3103.08,0
841,437,61,1,388.44,0
842,438,52,1,2745.2,147.35
843,439,76,1,952.92,0
844,439,35,1,328.38,0
845,439,22,3,388.05,0
846,440,7,1,407.26,0
847,440,35,1,331.01,0
848,441,46,1,447.26,0
849,442,63,1,684.73,0
850,443,43,1,661.83,0
851,443,49,2,165.82,0
852,444,38,1,719.94,0
853,445,37,1,274.79,0
854,445,79,3,258.12,27.56
855,446,57,1,90.55,4.65
856,447,46,1,426.09,0
857,447,75,1,399.87,44.06
858,447,32,1,93.15,0
859,447,53,2,216.11,22.03
860,447,36,4,137.6,0
861,448,55,1,954.36,0
862,448,3,1,526.01,0
863,449,32,1,89.11,0
864,449,46,1,442.27,44.79
865,449,77,1,121.69,8.19
866,450,42,1,300.57,0
867,450,72,3,400.13,0
868,450,66,2,119.21,14.6
869,450,13,1,367.76,0
870,451,36,2,131.85,0
871,451,4,1,3652.19,0
872,452,9,1,79.74,0
873,452,67,1,1390.06,0
874,452,17,1,225.22,0
875,452,34,1,768.07,0
876,453,14,2,475.58,0
877,454,49,1,160.37,0
878,454,34,1,839.38,0
879,454,70,1,631.85,0
880,454,55,1,986.59,0
881,455,44,1,306.96,0
882,456,16,1,342.89,0
883,457,62,4,563.96,0
884,458,6,1,400.29,0
885,458,45,1,354.73,0
886,458,15,2,110.77,8.55
887,459,17,1,230.44,0
888,460,49,1,149.87,0
889,460,63,1,677.48,0
890,461,33,4,590.91,97.77
891,461,23,2,415.72,0
892,461,7,1,405.78,0
893,461,38,1,714.27,0
894,461,49,1,167.05,0
895,462,69,2,175.16,0
896,463,41,3,2999.93,0
897,464,55,1,1047.43,94.97
898,464,17,1,217.33,0
899,465,44,1,294.14,0
900,465,38,1,723.51,122.84
901,465,7,1,433.88,22.92
902,466,58,1,1189.97,0
903,467,52,2,2733.23,0
904,467,18,1,374.42,0
905,468,48,3,3421.33,0
906,469,67,1,1470.18,243.56
907,470,14,1,483.88,0
908,470,61,1,407.61,17.07
909,471,46,3,470.36,0
910,471,57,1,85.65,0
911,472,22,1,360.85,21.86
912,472,55,1,1041.37,0
913,472,10,1,352.72,0
914,473,69,1,170.25,0
915,473,7,1,440.68,0
916,474,17,1,229.8,0
917,475,33,2,612.92,21.28
918,475,47,3,436.25,0
919,476,60,1,766.18,124.13
920,477,25,1,784.01,0
921,478,79,2,276.6,0
922,478,63,3,643.35,83.43
923,478,80,1,862.37,47.83
924,479,72,1,417.08,0
925,480,46,1,467.46,0
926,480,2,1,571.53,45.35
927,480,70,1,598.65,0
928,481,30,1,2387.02,0
929,481,42,1,303.09,0
930,481,70,1,665.9,0
931,482,14,2,449.69,0
932,482,66,1,125.46,0
933,482,9,1,75.68,12.68
934,483,34,1,794.78,0
935,483,55,1,1024.19,138.97
936,483,7,1,389.24,0
937,483,69,2,180.25,0
938,484,77,1,130.62,0
939,485,33,2,599.9,0
940,485,69,1,175.49,0
941,486,77,1,138.22,0
942,487,18,1,407.58,0
943,487,62,1,562.93,0
944,488,77,2,124.6,7.55
945,488,70,1,614.41,0
946,488,49,1,154.24,0
947,489,15,4,108.75,0
